address,suburb,postcode,state,Country,shortid,latitude,longitude,status
Calton street,Gawler East,5118,SA,Australia,PI18A,-34.602997,138.7692073,cached
159 Morris Road,Rothwell,4022,QLD,Australia,7372,-27.2115011,153.0515006,cached
77 Amblemead Drive,Mount Barker,5251,SA,Australia,AW3U3,-35.0874078,138.8774627,cached
564 Morwell Avenue,Bundoora,3083,VIC,Australia,7356,-37.7026916,145.0613539,cached
52 Hamish Road,Darley,3340,VIC,Australia,YYHVB,-37.6626631,144.4325579,cached
627 Victoria Street,Abbotsford,3067,VIC,Australia,750,-37.8106591,145.0086629,cached
19 Conifer Avenue,Brassall,4305,QLD,Australia,Y774D,-27.584236,152.7418986,cached
34A Woodlands Way,Parkwood,4214,QLD,Australia,JRAWB,-27.9563612,153.3638195,cached
3 Mary Crescent,Rosewood,4317,QLD,Australia,5LA1P,-27.6330374,152.6121226,cached
1/21 Davey Street,Elizabeth Park,5113,SA,Australia,EPHWM,-34.7067036,138.6823095,cached
Lot 611 Stebonheath Road,Andrews Farm,5114,SA,Australia,4NLYA,-34.681451,138.6654768,cached
Garden Road,Greenbank,4124,QLD,Australia,7460,-27.706946,153.0296421,cached
"4 Feathertop Avenue, Weir Views VIC 3338",Weir Views,3338,VIC,Australia,8AZIS,-37.7244103,144.5679472,cached
"Lot 834, 21 Hexham Street",Yarrabilba,4207,QLD,Australia,75H6J,-27.810609,153.1293903,cached
33 Pasley Street,Sunbury,3429,VIC,Australia,7062,-37.5785766,144.725361,cached
16 Coomera Heights Drive,Pimpama,4209,QLD,Australia,8959,-27.8390945,153.3006102,cached
49 Bottlebrush Crescent Redbank Plains 4301,Redbank Plains,4301,QLD,Australia,7625,-27.6318805,152.865038,cached
Tolley Road,Hope Valley,5090,SA,Australia,PLTL2,-34.8389582,138.7075722,cached
58 Ashbourne Drive Strathalbyn SA,Strathalbyn,5255,SA,Australia,PQBIK,-35.2623717,138.8790661,cached
"35 Andre Street, Mareeba (HOUSE 1)",Mareeba,4880,QLD,Australia,KNKRQ,-17.020355,145.432198,cached
1A Corinth Rd,Hackham West,5163,SA,Australia,QN5N4,-35.1475567,138.5134334,cached
3 / 41 Harper Street,Northcote,3070,VIC,Australia,5551,-37.7797629,145.0017858,cached
10 Samantha Street,Redbank Plains,4301,QLD,Australia,4752,-27.6543037,152.8556645,cached
1-4/ 74 Queen Street,Yepoon,4703,QLD,Australia,8459,-23.1300216,150.7414095,cached
"24 Canara Street,",Doncaster East,3109,VIC,Australia,7264,-37.79331390000001,145.1556924,cached
18 Flowers Drive Coomera,Coomera,4209,QLD,Australia,7838,-27.8357477,153.3433911,cached
35 Jeremy Street Coomera,Coomera,4209,QLD,Australia,7839,-27.8353408,153.3431877,cached
Orchard St,Caboolture,4510,QLD,Australia,9529,-27.0973679,152.9583605,cached
456 Queen Street,Melbourne,3000,VIC,Australia,5611,-37.8077714,144.9582881,cached
29 East Gordon Street,East Mackay,4740,QLD,Australia,KRKNC,-21.1477456,149.2006999,cached
91 Brandis Rd,Munno Para West,5115,SA,Australia,WXCFT,-34.6569187,138.6699493,cached
"60 Marriott Blvd, Weir Views VIC 3338",Weir Views,3338,VIC,Australia,9231,-37.719687,144.5577524,cached
4-6 Younger Street,Wangaratta,3677,VIC,Australia,8334,-36.361371,146.312649,cached
7 Alexandrina Street,Morayfield,4506,QLD,Australia,P514J,-27.1262866,152.9368546,cached
West Footscray,West Footscray,3012,VIC,Australia,7624,-37.8006709,144.8716645,cached
28A Womma Road Elizabeth North SA,Elizabeth North,5113,SA,Australia,CEBSQ,-34.7054218,138.6753544,cached
"8 Nevada Road, Park Ridge QLD 4125",Park Ridge,4125,QLD,Australia,6109,-27.7102115,153.0899744,cached
6 TAXON ROAD,Melton South,3338,VIC,Australia,7777,-37.7234847,144.5778727,cached
I Coane Street,Pascoe Vale,3042,VIC,Australia,7528,-37.7254352,144.9382332,cached
5 Curlew Court,Branyan,4670,QLD,Australia,L856S,-24.8958709,152.2972563,cached
Pine Street,Caboolture South,4510,QLD,Australia,1810,-27.0964467,152.9560748,cached
"20 HOLLYBROOK STREET,",Melton South,3338,VIC,Australia,7856,-37.7167126,144.5775913,cached
35 Azure Street Rosewood Ipswich,Ipswich,4340,QLD,Australia,9531,-27.6433036,152.6039175,cached
42 Pine Avenue,Warradale,5046,SA,Australia,CGJJS,-35.0016227,138.5390667,cached
15 Swayne st,Mackay,4740,QLD,Australia,LT4BP,-21.1142474,149.1892611,cached
TBC,Everton Park,4053,QLD,Australia,LXBE7,-27.4006228,152.9864871,cached
2/14 Bedwin St,Salisbury North,5108,SA,Australia,UN78P,-34.7528755,138.6289422,cached
"47 Buchanan Street, Mount Louisa, QLD",Mount Louisa,4814,QLD,Australia,MDLF1,-19.2767582,146.7514587,cached
99 Dakar Road,Algester,4115,QLD,Australia,MUABI,-27.6050058,153.033912,cached
21 Yumba Circuit,Mount Louisa,4814,QLD,Australia,8532,-19.2854485,146.7316538,cached
Numbat Drive,Beveridge,3753,VIC,Australia,8TWDY,-37.4776461,144.9621532,cached
43 Dixon Avenue,Croydon,3136,VIC,Australia,8XZFP,-37.7822621,145.2916581,cached
"Birkdale Road, Birkdale",Birkdale,4159,QLD,Australia,NA2VN,-27.4923258,153.2182788,cached
28B Lusitania St,Newtown,4305,QLD,Australia,8154,-27.6163943,152.7768,cached
"1 Scanlan Street,",East Brisbane,4169,QLD,Australia,NQU9K,-27.4786619,153.0471569,cached
72 Parkland Drive,Walloon,4306,QLD,Australia,8155,-27.6031444,152.6546315,cached
2 Pera Crescent,Warwick,4370,QLD,Australia,P15LM,-28.2082903,152.0500138,cached
2 Cornell Crt,Lucas,3350,VIC,Australia,2493,-37.545625,143.7851873,cached
Long Forest Avenue,Melton West,3337,VIC,Australia,4124,-37.6624053,144.5399835,cached
11 Kaytons St,Drayton,4350,QLD,Australia,8165,-27.5932624,151.91274,cached
224A Hume St,South Toowoomba,4350,QLD,Australia,8171,-27.5715117,151.9564188,cached
11 Tati Close,Bentley Park,4869,QLD,Australia,8184,-17.0061964,145.7182991,cached
16 Carlow Lane,Middle Ridge,4350,QLD,Australia,8168,-27.60053,151.9519574,cached
6 Cross Street,Footscray,3011,VIC,Australia,816T7,-37.8008693,144.8849506,cached
14 Miranda St,Morayfield,4506,QLD,Australia,8172,-27.1265404,152.9368798,cached
34 Boxgrove Avenue,Wynnum,4178,QLD,Australia,PJPVA,-27.4422865,153.1623808,cached
29 Station Street,Nundah,4012,QLD,Australia,PP1NB,-27.4013037,153.0614889,cached
4 Olivia St,Flinders View,4305,QLD,Australia,PXA1H,-27.6528422,152.7847117,cached
Derwent Street,Lara,3212,VIC,Australia,8685,-38.0175578,144.3579427,cached
14 Botanic Drive,Kew,3101,VIC,Australia,8084,-37.7955489,145.0304481,cached
1 Olivers Road,Benalla,3672,VIC,Australia,810,-36.5649637,145.9718381,cached
14-16A Glenburn Street,Newcomb,3219,VIC,Australia,814,-38.1699124,144.4009763,cached
4 A Homewood Drive,Mooroopna,3629,VIC,Australia,8140,-36.3822649,145.3498021,cached
1 Philip Street,Bowen,4805,QLD,Australia,8288,-20.002867,148.2370047,cached
135 Mortimer Rd,Acacia Ridge,4110,QLD,Australia,RKIQ7,-27.5785545,153.0156994,cached
31 Rudd St,Drayton,4350,QLD,Australia,8289,-27.6009622,151.9087157,cached
Lot 306 Omar street Tarneit,Tarneit,3029,VIC,Australia,4VGQV,-37.8674686,144.6292373,cached
2 Searink Court,Bargara,4670,QLD,Australia,8290,-24.8439411,152.4763776,cached
5 Denham Place,Burpengary East,4505,QLD,Australia,28QGK,-27.1176271,152.9947951,cached
29 Hocking St,Arundel,4214,QLD,Australia,RWT7N,-27.9378749,153.3874517,cached
1/28 Serene Court,Bray Park,4500,QLD,Australia,8302,-27.2926036,152.9643241,cached
4 Gunn Street,Toowoomba,4350,QLD,Australia,8332,-27.5863542,151.95101,cached
"139 Swanport Road, Murray Bridge",Murray Bridge,5352,SA,Australia,1BNA2,-35.1337125,139.2808656,cached
1 Edgar Street,Morayfield,4506,QLD,Australia,8366,-27.126644,152.9378893,cached
"13 Crusoe Ct, Coomera",Gold Coast,4209,QLD,Australia,8371,-27.8492459,153.3391148,cached
Bunya Close,Bentley Park,4869,QLD,Australia,RZKCF,-17.0018746,145.7419088,cached
10 Ossington Circuit,Julago,4816,QLD,Australia,8380,-19.3679136,146.9021324,cached
12 Accord St,Rasmussen,4815,QLD,Australia,8381,-19.3570716,146.7267062,cached
15 Rowe Street,Caboolture,4510,QLD,Australia,S9SDE,-27.0795776,152.9554845,cached
50 Beachmere Rd,Beachmere,4501,QLD,Australia,8462,-27.0898693,152.9831811,cached
"19 Ascent Street, Griffin",Griffin,4503,QLD,Australia,8496,-27.2528212,153.0201249,cached
56 Champion Drive,Rosslea,4812,QLD,Australia,1L66V,-19.2995915,146.804696,cached
"450 Juniper Drive, Greenbank, Qld 4124",Greenbank,4124,QLD,Australia,8542,-27.7311,152.9716327,cached
3 Toolooma St,Logan Central,4114,QLD,Australia,SGSNT,-27.6382159,153.1128997,cached
37 Sirocco Place,Bald Hills,4036,QLD,Australia,8546,-27.3045221,153.021383,cached
15 Emerald road,Morphett Vale,5160,SA,Australia,JAH8H,-35.1165852,138.5201882,cached
Signallers Street,Mambourin,3024,VIC,Australia,8LU1M,-37.8894419,144.5907969,cached
9 Dakota Place,Burpengary East,4505,QLD,Australia,6190,-27.1639823,152.9835505,cached
70 Station Road,Loganlea,4131,QLD,Australia,8556,-27.6688198,153.1281677,cached
8 Huntley Street,Gatton,4343,QLD,Australia,STV2W,-27.5871194,152.2732116,cached
"24 Tessman Street, Riverview, Qld 4303",Riverview,4303,QLD,Australia,8639,-27.6003483,152.850248,cached
360 Richardson Road,Norman Gardens,4700,QLD,Australia,SWI78,-23.3393068,150.5241861,cached
23 Weeroona Avenue,Hamlyn Heights,3215,VIC,Australia,3896,-38.1269703,144.3243249,cached
14 Skypac Drive,Truganina,3029,VIC,Australia,9311,-37.8308785,144.7216099,cached
"Neridah St,",Loganlea,4131,QLD,Australia,8643,-27.6733295,153.1422783,cached
"31 Gail Crescent, Murray Bridge, SA",Murray Bridge,5253,SA,Australia,S157B,-35.1364423,139.2790051,cached
28 Frith Street,Elizabeth Grove,5113,SA,Australia,3492,-34.7353743,138.6751597,cached
13 Josephine Crescent,Rasmussen,4815,QLD,Australia,SXNA3,-19.3502474,146.7259566,cached
"148 Mourilyan Rd, Innisfail (House 2)",South Innisfail,4860,QLD,Australia,8751,-17.541646,146.0323124,cached
10 Northerly Street,Logan Reserve,4133,QLD,Australia,6230,-27.7060643,153.0994189,cached
"18 Meiklejohn Circuit, Collingwood Park",Ipswich,4301,QLD,Australia,1816,-27.628764,152.8518541,cached
182 Buchan St,Bungalow,4870,QLD,Australia,8755,-16.9310034,145.7627006,cached
13 Kakadu St,Greenbank,4124,QLD,Australia,9534,-27.730444,152.9729052,cached
"51 Buchanan Street, Mount Louisa, QLD",Mount Louisa,4814,QLD,Australia,1BFDH,-19.2770014,146.7514302,cached
4 Jack Street,Darling Heights,4350,QLD,Australia,TGRQ8,-27.5927439,151.9370794,cached
Skypac Drive Truganina,Truganina,3029,VIC,Australia,9205,-37.8304068,144.7230437,cached
drive,Mickleham,3064,VIC,Australia,9214,-37.5346231,144.9057665,cached
3a Riesling Street,Thornlands,4164,QLD,Australia,9537,-27.5592086,153.2557894,cached
9A Suffolk Avenue,Brahma Lodge,5109,SA,Australia,STU37,-34.7709022,138.6520476,cached
-,Sale,3850,VIC,Australia,5302,-38.096577,147.0675028,cached
"4 Rell Court, Darling Heights",Darling Heights,4350,QLD,Australia,9538,-27.6014908,151.9205326,cached
100 Buckley St,Footscray,3011,VIC,Australia,4796,-37.8033517,144.8938376,cached
46 Owens Crescent,Regents Park,4118,QLD,Australia,8873,-27.6752869,153.0329618,cached
100 Buckley St,Footscray,3011,VIC,Australia,4797,-37.8033517,144.8938376,cached
"2 Station Pl, Malvern VIC 3144",Malvern,3144,VIC,Australia,4884,-37.8662947,145.0285607,cached
"Bulwer Drive, Pelican Waters",Pelican Waters,4551,QLD,Australia,2955,-26.8392819,153.1040563,cached
6 Produce Drive,Mambourin,3024,VIC,Australia,9299,-37.8904079,144.5882877,cached
200 Sydney Road,Coburg,3058,VIC,Australia,9228,-37.7494959,144.9654365,cached
Grandvista Boulevard,Werribee,3030,VIC,Australia,9303,-37.9024947,144.5967206,cached
"2/66 Ryot St, Warrnambool",Warrnambool,3280,VIC,Australia,F29HZ,-38.3785716,142.4759465,cached
6 Sallybank Crescent,Wollert,3750,VIC,Australia,5890,-37.60786480000001,145.0182894,cached
3 Company Ave.,Sunbury,3429,VIC,Australia,9313,-37.5776643,144.7620712,cached
151 Dragile Crescent,Epping,3076,VIC,Australia,9318,-37.6376748,145.026475,cached
Drive,Wallan,3756,VIC,Australia,9324,-37.4066923,144.9798236,cached
"40 Birch Court, Burpengary",Burpengary,4034,QLD,Australia,29GK5,-27.1545492,152.9342993,cached
18 Avaward Street,Wyndham Vale,3024,VIC,Australia,9307,-37.8525108,144.5979795,cached
Unit 2 21 Niel Street,Croydon,3136,VIC,Australia,4CDE9,-37.7914998,145.2887692,cached
Maude Street,Shepparton,3630,VIC,Australia,AWKLW,-36.3773853,145.4014911,cached
6 Fulmar Crescent,Banksia Beach,4507,QLD,Australia,8958,-27.0499794,153.1359985,cached
9 ILIAD GROVE,Modbury North,5092,SA,Australia,PCLSK,-34.8270383,138.6918825,cached
8 Olivia St,Flinders View,4305,QLD,Australia,UBV6B,-27.6528073,152.7844608,cached
122 Anne Street,Townsville,4814,QLD,Australia,8979,-19.3049746,146.7679772,cached
14 Woodland Court,Ormeau,4208,QLD,Australia,89B7J,-27.7653008,153.2620472,cached
"Lot 152, 11 Makiti Crescent",Harkness,3337,VIC,Australia,EJM72,-37.6516458,144.571313,cached
176 Sibley Rd,Wynnum West,4178,QLD,Australia,USZ7V,-27.4421102,153.1490542,cached
25 Hamish Road,Darley,3340,VIC,Australia,FHF4X,-37.6623794,144.431297,cached
Reserve Drive,Bohle Plains,4817,QLD,Australia,V6AUL,-19.3003876,146.6965549,cached
15 Rothburn Street,Doolandella,4077,QLD,Australia,3189,-27.6188605,152.9760104,cached
6 Olivia Street,Flinders View,4305,QLD,Australia,8CPA1,-27.6528181,152.784591,cached
8 Keith Street,Caboolture,4510,QLD,Australia,6239,-27.0964608,152.959992,cached
28 Graffunder Street,South Mackay,4740,QLD,Australia,8D8PW,-21.1634227,149.1718087,cached
"12 Atherton Drive, Redbank Plains",Redbank Plains,4300,QLD,Australia,6256,-27.6612867,152.8393363,cached
Lot 14 41 Tina Street,Redbank Plains,4301,QLD,Australia,3555,-27.6568186,152.8569343,cached
Drive,Mernda,3754,VIC,Australia,9653,-37.5996872,145.0886978,cached
28 Serene Court,Bray Park,4500,QLD,Australia,3547,-27.2925954,152.9642708,cached
42 Tonkin Street Safety Beach Morning Peninsula,Safety Beach,3936,VIC,Australia,6365,-38.3170651,144.9973744,cached
"Lot 11, Stillwater Estate",Donnybrook,4510,QLD,Australia,8IE9H,-27.0060457,153.0674917,cached
2 Loretta Court,Rasmussen,4815,QLD,Australia,VKBDE,-19.3517216,146.725911,cached
5 Griffin Street,Mackay,4740,QLD,Australia,9004,-21.1487076,149.1761219,cached
16966 Karoonda Highway,Murray Bridge,5253,SA,Australia,TBN1J,-35.0975397,139.3263045,cached
56 Weedbrook Street,Park Ridge,4125,QLD,Australia,3707,-27.7108402,153.0789003,cached
"Blanch Street, Ardeer, Victoria",Ardeer,3022,VIC,Australia,9686,-37.7793372,144.8022981,cached
5 Howard Street,Mackay,4740,QLD,Australia,9005,-21.1491053,149.1757467,cached
22 Edward Circuit,Deebing Heights,4306,QLD,Australia,1LID3,-27.6761993,152.7483569,cached
10 Gill Avenue,California Gully,3556,VIC,Australia,8019,-36.7276226,144.2669559,cached
Besborough Avenue,Bexley,2207,NSW,Australia,9MUGR,-33.9518056,151.1203603,cached
356 Grand Blvd,Craigieburn,3064,VIC,Australia,5038,-37.5715832,144.9098539,cached
5 Smith st Cleveland,Cleveland,4162,QLD,Australia,W1J64,-27.5281139,153.2596706,cached
74 Griffin St (House 1),Gordonvale,4865,QLD,Australia,9011,-17.0988874,145.7790258,cached
Waterfern Street,Fraser Rise,3336,VIC,Australia,GBHM7,-37.711967,144.7164658,cached
17-15 Mary Street caboolture,Caboolture,4510,QLD,Australia,WEL2Q,-27.0869437,152.9627591,cached
502 Greenwattle Street,Glenvale,4350,QLD,Australia,6262,-27.5757819,151.9129704,cached
"North Pine, Golf Estate",Joyner,4500,QLD,Australia,9025,-27.2738914,152.9528343,cached
2a & 2b Aimee Drive,Urangan,4655,QLD,Australia,WW5YR,-25.3024097,152.8977296,cached
713 Whitehaven Drive,Blacks Beach,4740,QLD,Australia,4382,-21.059031,149.1821982,cached
42 sumac St,Brookfield,3338,VIC,Australia,CHKS5,-37.6891101,144.5458744,cached
53 Harrison Crescent,Swan Hill,3585,VIC,Australia,8696,-35.3522586,143.5478994,cached
43 Buchanan Street,Mount Louisa,4814,QLD,Australia,6275,-19.2764011,146.7514859,cached
17 Loch Street,Cranbourne,3977,VIC,Australia,5015,-38.100886,145.2862248,cached
23 Dolphin Street,Deception Bay,4509,QLD,Australia,9116,-27.1981417,153.0320547,cached
Stoneleigh Ave Ashton hill,Mount Barker,5251,SA,Australia,ZD4KZ,-35.090092,138.8927326,cached
"49 Bognuda Street, Bundamba",Bundamba,4304,QLD,Australia,XATRW,-27.5988904,152.8155778,cached
38 Somerset Dr,Andergrove,4740,QLD,Australia,1TWNK,-21.1031247,149.1801093,cached
9 Pallinup Street,Riverhills,4074,QLD,Australia,LSJ7Z,-27.5580059,152.9169769,cached
8 Scott Young Dr,Coomera,4209,QLD,Australia,632,-27.8386703,153.3428523,cached
1/10 Lisson Grove,Hawthorn,3122,VIC,Australia,566,-37.8264828,145.0276648,cached
4 Marillion Avenue,Waitara,2077,NSW,Australia,1065,-33.7068203,151.1092299,cached
"181 Williamtown Cousrt, Bucasia",Bucasia,4750,QLD,Australia,5952,-21.0478526,149.1619441,cached
"Lot 2, 141 Goodfellows Road",Murrumba Downs,4503,QLD,Australia,2189,-27.2563453,153.0021928,cached
506 Greenwattle Street,Glenvale,4350,QLD,Australia,6431,-27.5757825,151.9129703,cached
24 Grevillea Way,Park Ridge,4125,QLD,Australia,9418,-27.6968286,153.0566639,cached
3 Dudley Street,Semaphore,5019,SA,Australia,UT111,-34.8411583,138.4835062,cached
15 Butler St,Tewantin,4565,QLD,Australia,2232,-26.3926051,153.0273432,cached
"30 Hamilton Drive, Jacobs Well QLD",Jacobs Well,4208,QLD,Australia,5GU75,-27.7921941,153.369068,cached
178 Springvale Road,Nunawading,3131,VIC,Australia,6836,-37.8214945,145.1749678,cached
134a Normanby Street,Warragul,3820,VIC,Australia,686,-38.1589195,145.940311,cached
7 Finch Court,Burpengary East,4505,QLD,Australia,ZW5BB,-27.1632069,152.9835812,cached
3 Olivia street,Flinders View,4305,QLD,Australia,6115,-27.6524344,152.7848022,cached
5 Tash Court,Waterford,4133,QLD,Australia,6485,-27.7200142,153.1566962,cached
11 Crosshill St,Leichhardt,4305,QLD,Australia,9458,-27.6235774,152.7346097,cached
38-42 Jared Road,Seaford Meadows,5169,SA,Australia,VI21S,-35.1705763,138.4786325,cached
2/17 Wyeth Street,Wynnum,4034,QLD,Australia,9526,-27.4334844,153.1592308,cached
11 Horwood Road,Salisbury North,5018,SA,Australia,VSJM7,-34.7428373,138.6221536,cached
80 Chaffey Avenue,Mildura,3500,VIC,Australia,8794,-34.181295,142.1555158,cached
606/185 Roslyn Street,West Melbourne,3003,VIC,Australia,757,-37.8098401,144.9489449,cached
105 MILLBROOK DRIVE,Wyndham Vale,3024,VIC,Australia,F6X3A,-37.8493692,144.5988119,cached
53 Sturt Street,Mount Gambier,5290,SA,Australia,WXTBZ,-37.8340545,140.7916355,cached
Warragul,Warragul,3820,VIC,Australia,2228,-38.1692482,145.9469958,cached
Lot 564 Billabong Crescent Mackay,Mackay,4740,QLD,Australia,9549,-21.2028114,149.1440106,cached
9 Wilson Avenue,Brunswick,3056,VIC,Australia,CU6Z6,-37.775101,144.9593851,cached
"Lot 785 Acradenia Street, Mount Low",Mount Low,4818,QLD,Australia,9551,-19.2142836,146.6624267,cached
59 Wallace Street,Colac,3250,VIC,Australia,8796,-38.3410279,143.599354,cached
"8A Eugene Crescent, Christies Downs",Christie Downs,5164,SA,Australia,ZZA1V,-35.1254705,138.487113,cached
20 Amaroo way newborough,Newborough,3823,VIC,Australia,5727,-38.1772943,146.2759339,cached
8 Cameron Way,Pakenham,3810,VIC,Australia,6340,-38.077304,145.4948162,cached
"6/69-71 Marshalltown Road, Marshall",Geelong,3220,VIC,Australia,FKBC9,-38.1967409,144.3540246,cached
Unit 1/108 Tarleton Street,East Devonport,7310,TAS,Australia,B3PNJ,-41.1810491,146.3711972,cached
7 Garden Road Greenbank Queensland,Greenbank,4124,QLD,Australia,5112,-27.7069322,153.0282562,cached
"10 Hammond Court, Prospect Vale Tas 7250",Prospect Vale,7250,TAS,Australia,FBGMS,-41.4728781,147.1139395,cached
"4 Rell Court, Darling Heights",Toowoomba,4350,QLD,Australia,9539,-27.6014908,151.9205326,cached
Unit 14/108 Tarleton Street,East Devonport,7310,TAS,Australia,VBIF2,-41.1810491,146.3711972,cached
Dunlop Street,Wangaratta,3678,VIC,Australia,CUKQP,-36.3479999,146.3043699,cached
22 Kerrison Drive,Hampton Park,3976,VIC,Australia,NBF6R,-38.0322291,145.2543077,cached
"22 Lighthouse Esplanade, Newport, QLD, 4020",Newport,4020,QLD,Australia,9546,-27.2095838,153.0774242,cached
Wayside Avenue,Wollert,3750,VIC,Australia,7889,-37.6170561,144.9949645,cached
4+6 Drake Court,Melton,3337,VIC,Australia,DB2P6,-37.6766226,144.5844596,cached
66 Tarra Circuit,Mount Barker,5251,SA,Australia,5803,-35.0907135,138.8517794,cached
52 Adelaide Street,Fremantle,6160,WA,Australia,1742,-32.0523469,115.7481353,cached
Fifth Road,ARMADALE,6112,WA,Australia,1916,-32.150949,116.006775,cached
Brandon Way,Lynwood,6147,WA,Australia,1SY39,-32.0346886,115.9327932,cached
22 Mt Wheeler St,Parkridge,4125,QLD,Australia,7210,-27.716433,153.0913512,cached
45 Austin Street,Alphington,3078,VIC,Australia,7078,-37.7811219,145.0202264,cached
44 Loton Avenue,Midland,6056,WA,Australia,2267,-31.8878947,116.0157174,cached
Satellite Drive,Werribee,3030,VIC,Australia,DWBQH,-37.9004973,144.5947695,cached
7A Inverleigh Ct,Meadow Heights,3048,VIC,Australia,DNVVA,-37.6580848,144.9174469,cached
Lot 54 Oxbow Cres,Lawnton,4501,QLD,Australia,2549,-27.2807179,152.9580665,cached
2/16 Lochern Street,Yarrabilba,4207,QLD,Australia,9606,-27.8176459,153.1331684,cached
121 Parkin Street Rockingham,Rockingham,6168,WA,Australia,2268,-32.2796102,115.7246832,cached
Oswald Street,Innaloo,6000,WA,Australia,2367,-31.8978264,115.8002954,cached
12 Alexander Street,Albany,6330,WA,Australia,2381,-35.0177163,117.8832235,cached
12 Castle Street,Bunbury,6230,WA,Australia,2382,-33.33776,115.6448525,cached
28 Rungine Way,Pearsall,6065,WA,Australia,2383,-31.7826611,115.8204347,cached
2 Silverwattle Road Mount Duneed,Mount Duneed,3217,VIC,Australia,6733,-38.2185838,144.3315707,cached
96 Kilsay Crescent,Meadowbrook,4131,QLD,Australia,5180,-27.6718282,153.1501618,cached
-,Umina,2257,NSW,Australia,3084,-33.5212087,151.3167687,cached
500 Light Street,Dianella,6059,WA,Australia,2384,-31.8884639,115.880225,cached
Apara,Nollamara,6061,WA,Australia,2542,-31.8799118,115.8444291,cached
108 Hawkeswood Boulevarde,Kwinana Town Centre,6167,WA,Australia,2608,-32.2510779,115.8146033,cached
42 Clifton Avenue,Stawell,3390,VIC,Australia,5208,-37.0517838,142.7694486,cached
Harpulia Ct,Morayfield,4506,QLD,Australia,9634,-27.1179487,152.9727839,cached
37 Denman Drive,Point Cook,3030,VIC,Australia,6YY8Q,-37.9075086,144.7618527,cached
15 Halstone Street,Condon,4815,QLD,Australia,799,-19.3346053,146.7186286,cached
9 Olivia Street Flinders View,Flinders View,4305,QLD,Australia,9615,-27.6523526,152.7844176,cached
"Unit 2, 87 Armstrong Road",Wilson,6107,WA,Australia,2I885,-32.0187643,115.9081733,cached
122 Canterbury Road.,Ballarat,3350,VIC,Australia,GRB4P,-37.5549904,143.8922103,cached
11 Dampier Street,Beachlands,6530,WA,Australia,3477,-28.7834777,114.6002217,cached
7 Glencoe St,Allenstown,4700,QLD,Australia,8106,-23.3919723,150.5016081,cached
46 Mallorca Circuit,Burdell,4818,QLD,Australia,8978,-19.2473444,146.6967024,cached
5 Burflower Street Mount Low,Mount Low,4818,QLD,Australia,9635,-19.213958,146.6615125,cached
15 Catspaw Way,High Wycombe,6057,WA,Australia,3772,-31.9340756,116.016625,cached
"Laguna Court, Portland",Portland,3305,VIC,Australia,JFE5P,-38.3539634,141.5930131,cached
48-50 Copeland Street,Liverpool,2170,NSW,Australia,4593,-33.9208715,150.9194851,cached
"45 The Burlings Shaw, Greater Ascot",Shaw,4818,QLD,Australia,9639,-19.2846096,146.7000357,cached
"12 Cabral Court, Burdell Townsville",Burdell,4818,QLD,Australia,9645,-19.2376488,146.6875759,cached
"Unit 2, 16 Leopold St",Alfredton,3350,VIC,Australia,8663,-37.5578938,143.8131159,cached
15 Balaclava Rd,Earlville,4870,QLD,Australia,8203,-16.9434269,145.7371242,cached
24 Pauline Street,Marsden,4132,QLD,Australia,8HVSG,-27.6758955,153.1086798,cached
226 Erindale Road,Hamersley,6022,WA,Australia,4905,-31.8493156,115.8134107,cached
25 Shackell Street,Weir Views,3338,VIC,Australia,RCM1S,-37.7203732,144.5595774,cached
77 Helen Street,St Albans,3021,VIC,Australia,ETQTQ,-37.7292288,144.7994271,cached
"316 South Street Harristown, Toowoomba",Harristown,4350,QLD,Australia,9652,-27.5757433,151.9356115,cached
Dallington,Balga,6061,WA,Australia,4P6I8,-31.8591907,115.8397568,cached
"Dr Mays Rd, Svensson Heights",Bundaberg,4670,QLD,Australia,9716,-24.8857683,152.3320207,cached
Lot 751 Polwarth Crescent,Riverlea Park,5120,SA,Australia,Z4URV,-34.6478217,138.5364398,cached
115 Doveton Avenue,Doveton,3177,VIC,Australia,G7Q23,-37.9912652,145.251701,cached
34 Spinaway Street,Craigie,6065,WA,Australia,5147,-31.7896597,115.7588947,cached
24 Currong Way,Nollamara,6061,WA,Australia,5149,-31.8787295,115.843432,cached
27 Laurel Street,Caboolture,4510,QLD,Australia,9737,-27.0602265,152.9247625,cached
15a Law Street,Newborough,3825,VIC,Australia,G9H9N,-38.1862547,146.293821,cached
4 Jolly Parade,Lucas,3350,VIC,Australia,6AZZB,-37.5445741,143.781803,cached
24 Oakwood Street,Wadalba,2262,NSW,Australia,4ENMT,-33.2652396,151.4632776,cached
20 Harris Road,Busselton,6280,WA,Australia,5150,-33.6511387,115.3507072,cached
7 Nicol Street,Stanthorpe,4380,QLD,Australia,6557,-28.6463767,151.941494,cached
120 Learmonth Drive,Belivah,4207,QLD,Australia,6581,-27.755315,153.1845785,cached
684A Charlton Esplanade,Urangan,4655,QLD,Australia,8368,-25.3025007,152.8998987,cached
103A Agincourt Drive,Forrestfield,6058,WA,Australia,5195,-31.99910899999999,116.0108429,cached
12 Beano St,Marsden,4132,QLD,Australia,8540,-27.6786418,153.0885269,cached
37 Ballard Mews,Success,6164,WA,Australia,5702,-32.1327461,115.8499508,cached
11 Playfield Street,Chermside,4032,QLD,Australia,8563,-27.3858315,153.0344884,cached
